recipe_name,recipe_url,servings_text,cook_time_text,index_page,description,recipe_yield,prep_time,cook_time,total_time,ingredients,instructions,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,is_low_fodmap,parse_status
Slow Cooked Lamb Casserole,https://www.monashfodmap.com/recipe/slow-cooked-lamb-casserole/,Serves: 8,Cook: 6 hours 30 minutes,23,"This hearty, slow cooked casserole is the perfect family meal for a cold winters day.",8,PT5M,PT390M,PT395M,"Lamb, diced | tbsp garlic-infused olive oil | 5 rashers short-cut bacon, diced | tbsp ground coriander | tbsp ground cumin | 1 tsp ground cardamon | ½ cup red wine | ½ cup tomato paste | 1 tin diced tomatoes | 1 tin canned lentils, drained, rinsed | 2 cups Low FODMAP Beef stock | 3 large carrots, diced | Mashed potato, to serve | Parsley, to serve","Heat oil in a large, heavy based pan | Cook lamb in batches until browned, set aside | In the same pan, cook bacon until browned, add spices and cook for a further minute or until fragrant | Add red wine, tomato paste, diced tomatoes, lentils and stock, bring to the boil | Add cooked lamb, carrot and sauce mixture into a slow cooker | Cook on medium heat setting for 5-6 hours or until meat is tender and flaky and sauce has thickened | Serve with mashed potato and garnish with parsley",1877.0,37.1,22.4,21.5,4.6,8.0,True,ok
Smoked Salmon & Dill Arancini Balls,https://www.monashfodmap.com/recipe/smoked-salmon-dill-arancini-balls/,Serves: 4,Cook: 1 hour,23,Arancini balls are very popular for party hors d&#x27;oeuvres and can even be made larger for a main meal.,4,PT30M,PT60M,PT90M,"Low FODMAP chicken stock | Dry white wine | tbsp garlic-infused olive oil | tbsp olive oil | Arborio rice | 1 bunch spring onions, green tops only | Green olives, stone removed and finely chopped | ¼ cup corn flour | Cold smoked salmon, finely chopped | Mozzarella cheese, grated | tbsp fresh dill, finely chopped | tbsp horseradish (condiment) | 2 eggs | 1½ cups polenta OR low FODMAP breadcrumbs | Olive oil spray, for baking","Combine the stock with wine and bring to the boil, reduce to a bare simmer. | In a separate large pot add both oils and sauté rice and green onion tops for about 5 minutes. | Ladle the hot stock and wine into the rice mixture, after each ladle, stir until liquid is absorbed and repeat. You should be stirring constantly for about 20 minutes until the rice is al dente. | Remove from heat and cover with a lid for 5 minutes. | Add the olives, horseradish, cheese, dill, flour and salmon. Stir well and leave to cool, stirring occasionally. | When lukewarm, stir through the 2 eggs and leave to chill completely. | Preheat oven to 220°C/428°F and line a tray with baking paper. | When cool, roll into 24 small balls (or 8 large) and roll in the polenta or breadcrumbs. | Place the balls on the tray and spray well with oil. | Bake in the oven for about 20 minutes or until golden brown. Cool slightly and sit on absorbent paper before serving.",1590.0,16.2,36.0,16.5,2.5,2.9,True,ok
Shepherd's Pie,https://www.monashfodmap.com/recipe/shepherds-pie/,Serves: 4,Cook: 40 minutes,23,"A popular and classic recipe from our app - now on the blog, enjoy!",4,PT10M,PT40M,PT50M,"Tbsp olive oil | 8 spring onions, green tops only, finely chopped | Lean beef mince | 2 carrots, sliced lengthways and cut into slices | 1 zucchini, sliced lengthways and cut into slices | Whole, peeled, Roma tomatoes, canned | 2 bay leaves | Tbsp tomato paste | Tbsp Worcestershire sauce | ½ bunch thyme leaves | Low FODMAP chicken stock | 1 green capsicum, deseeded | Salt and pepper, to taste | 8 Waxy potatoes (try Pontiac), sliced | Lactose free milk | Lactose free cream | Tbsp pecorino Cheese","Preheat an oven at 180°C/356°F. In a large pan heat a little olive oil. Add in the spring onions and stir for 2 minutes. | Add in the beef and brown whilst stirring. | Add in the carrots, zucchini and tomatoes and stir through. Then add the bay leaves, tomato paste, Worcestershire sauce, thyme and stock. | Chargrill the capsicum and dice. Add to the meat. Cook sauce on a low simmer until it thickens and becomes a richer colour. Season with salt and pepper. | Place potatoes in layers in a baking dish. Mix the milk and cream together, season and pour over the potatoes. Bake until the potatoes are soft. | To assemble, use a lightly-greased, oven-proof dish and place a layer of mince on the bottom. Top with the potatoes. Sprinkle with pecorino. Bake until the cheese is melted and the dish is hot through.",3207.0,46.76,52.57,38.6,10.86,21.19,True,ok
Anzac Biscuits,https://www.monashfodmap.com/recipe/anzac-biscuits/,Serves: 15,Cook: 15 minutes,23,These biscuits are soft and chewy with yummy hints of sunflower seeds and coconut. Enjoy!,15,PT15M,PT15M,PT30M,Dairy-free spread OR butter | tbsp golden syrup | ½ cup brown sugar | 1 tbsp boiling water | 1 tsp baking soda | tbsp gluten free plain flour | tbsp dried desiccated coconut | ¾ cup rolled oats | tbsp sunflower seed or pumpkin seeds | 1 tsp chia seeds | tbsp boiling water,"Preheat the oven to 170ºC/340ºF bake function. Line two baking trays with baking paper. | Melt the dairy free spread (or butter), golden syrup and brown sugar in a medium sized saucepan over medium low heat. Stir occasionally. Then remove from heat. | Dissolve the baking soda in 1 Tbsp of boiling water. Then mix through syrup in the saucepan. The mixture should go golden and frothy. | Add the gluten free plain flour, dried desiccated coconut, rolled oats, sunflower seeds (pumpkin seeds) to the saucepan. To stop the biscuits going crumbly, mix the chia seeds with remaining boiling water in a small cup. Once they go gooey, add them to the saucepan. | Mix the ingredients until well combined. | Using a tablespoon or dessertspoon, scoop the mixture onto the trays (leave enough space between each biscuit for them to flatten slightly as they cook). Evenly space the biscuits and flatten the top of each biscuit with your fingers or a fork. The batter should make 15 biscuits. | Place in the oven and bake for about 10 to 12 minutes, remove once golden. We recommend checking the biscuits after 8 minutes, as sometimes they cook faster than expected! | Allow the biscuits to cool and then transfer them to an airtight container. These should keep for 5 days. Enjoy!",594.0,1.2,14.0,9.1,1.0,8.9,True,ok
Chocolate Pudding,https://www.monashfodmap.com/recipe/chocolate-pudding/,Serves: 4,Cook: 10 minutes,23,This delicious low FODMAP chocolate pudding is sure to be a hit with your whole family.,4,PT5M,PT10M,PT15M,"Dark chocolate | tbsp white sugar | tbsp cornflour | 3 cups soy milk (made from soy protein)* | tbsp unsweetened cocoa powder | ¼ tsp instant coffee (finely ground) | ⅛ tsp ground cinnamon | Frozen raspberries (crushed) | Fresh banana | Dark chocolate, roughly chopped or grated","Roughly chop 70g of dark chocolate and place it in a coffee mug with ½ cup of soy protein milk. Place in the microwave on high for 20 seconds, then stir. Repeat in 10-second increments until the chocolate has melted. | In a large microwave proof bowl place the white sugar, cornflour, cocoa powder, instant coffee (crush into a fine powder between two spoons before measuring), and ground cinnamon. Add 1 cup of soy protein milk and whisk until smooth. Then whisk in the remaining milk (1½ cups) and the melted chocolate. | Place the large bowl in the microwave and cook on high for two minutes. Then whisk. Repeat the process in 1 minute increments (whisking each time), until the chocolate pudding is thick and coats the back of a metal spoon without running off. This process should take 6 to 8 minutes. Allow the chocolate pudding to cool for two to three minutes. | Whisk the pudding just before serving to remove any lumps. Then divide between four cups. Serve with fresh banana, crushed frozen raspberries and grated chocolate.",811.0,1.7,6.0,32.5,2.6,3.6,True,ok
Double Chocolate Bliss Balls,https://www.monashfodmap.com/recipe/double-chocolate-bliss-balls/,Serves: 18,Cook: 5 minutes,24,Are you craving some date packed bliss balls that are normally so problematic?,18,PT20M,PT5M,PT25M,"1 cup dry, roasted, unsalted macadamias | ½ cup dried cranberries | tbsp teff seeds, roasted | ¼ cup pure maple syrup | tbsp cacao powder | ¾ tsp pure vanilla extract | ⅓ cup dark chocolate, finely chopped | Extra toasted teff/chia seeds, desiccated coconut or cacao powder (optional)","Toast teff seeds in a frying pan over medium-low heat until they start to pop. Instantly remove from heat. | Coarsely crush or chop macadamias. | Blitz macadamias, cranberries, maple syrup, cacao, vanilla and salt in a food processor at high speed to produce a sticky crumb mixture. Be careful NOT to overmix. | Remove mix from the processor and add the dark chocolate and mix to just combine but maintain the chocolate pieces. | Using slightly oiled hands, press and roll about half a desert spoon of mixture into balls. | Coat balls (optional) in some toasted teff/chia/desiccated coconut/cacao powder and place on a tray lined with non-stick paper. | Place the balls in an airtight container in the fridge to store",414.4,1.1,7.4,7.4,0.8,3.8,True,ok
Orange Gingerbread Loaf,https://www.monashfodmap.com/recipe/orange-gingerbread-loaf/,Serves: 12,Cook: 50 minutes,24,What better way to get into the festive spirit than with some low FODMAP Christmas cooking!,12,PT10M,PT50M,PT60M,"1½ cups quinoa flour | 1½ cups almond meal | ⅓ cup caster sugar | 1½ tsp bicarbonate soda | ½ tsp salt | 1 tsp ground ginger | 2 large eggs | ¾ cup lactose free yoghurt | ½ cup pumpkin, grated | ¼ cup vegetable oil | ¼ cup rice malt syrup | tbsp orange rind, grated | tbsp fresh orange juice","Preheat oven to 180°C/356°F. | Sift dry ingredients (except almond meal and sugar) into a large bowl. Add almond meal and sugar. | Mix in the eggs, yoghurt, pumpkin, orange juice and rind, syrup and oil. Mix well. | Prepare a loaf tin – lightly spray with oil and line the base with baking paper. Pour mix into tin. | Bake for 45-50 minutes or until a skewer comes out clean from the middle of the bread. Cool completely in the pan. Turn the ginger bread out of the tin and it’s ready to eat!",1247.0,8.4,26.5,17.5,3.2,10.8,True,ok
Chicken Cacciatore,https://www.monashfodmap.com/recipe/chicken-cacciatore/,Serves: 8,Cook: 40 minutes,24,"Hugely popular chicken cacciatore is traditionally an Italian, rustic hunter&#x27;s’ dish so it is a delicious way to incorporate healthy, low FODMAP seasonal vegetables in your diet!!",8,PT10M,PT40M,PT50M,"tbsp olive OR garlic-infused olive oil | 1 bunch of spring onion green tops, finely sliced | 1 medium eggplant | 2 large carrots | 1 medium celeriac, peeled | 1 medium red capsicum, deseeded | 1 can diced tomato | 1 cup chicken stock or water | 1 tsp dried oregano | 2 sprigs fresh rosemary (1 tsp dried) | 1 tsp raw sugar | 1 tsp cracked black pepper | 1 punnet oyster mushrooms, torn lengthwise into strips | ½ cup pitted olives (e.g. Kalamata), cut into halves | 6 skinless chicken thigh cutlets, bone-in, skin and fat removed | 1½ tsp salt | 1 cup basil or parsley leaves, roughly chopped","Heat the oils in a large saucepan or sauce pan over high heat then add and cook (while stirring) all the vegetables (except the oyster mushrooms and olives), spring onion tops, rosemary, oregano, sugar and pepper for about 8 minutes or until lightly browned and fragrant. Stir through the chicken pieces, oyster mushrooms, tomato and stock. | Transfer to a large oven safe casserole dish (or slow cooker dish). | Cover and cook on medium heat for 20-30 minutes or until chicken is cooked through and sauce thickens slightly (alternatively, cook in slow cooker on high for 4 hours or low for 8 hours). | Just before serving add olives, fresh basil or parsley and season with salt as desired. Serve with mashed potatoes, cooked rice or a low FODMAP pasta.",1445.0,26.6,13.7,18.2,8.2,12.0,True,ok
Guacamole,https://www.monashfodmap.com/recipe/guacamole/,Serves: 12,Cook: No cooking required,24,"Originating in Mexico, guacamole is a common accompaniment to many dishes from this region.",12,PT5M,PT0M,PT5M,"Reduced-fat cream cheese (lactose-free if required) | 3 medium avocados, deseeded, skinned and mashed | ⅓ cup baby spinach leaves, finely chopped | ½ cup green onion tops, finely chopped | Tbsp coriander leaves, finely chopped | ⅓ cup green capsicum, finely chopped | 2 tsp garlic infused oil | ⅓ cup tomato, diced, finely chopped | Tbsp lime juice | ½ tsp salt (to taste) | ½ tsp cracked black pepper | Chilli, to taste (fresh or dried)",Bring cream cheese to room temperature and prepare all ingredients. | Combine all ingredients.,279.0,1.0,0.8,6.6,1.0,0.7,True,ok
Caprese Salad,https://www.monashfodmap.com/recipe/caprese-salad/,Serves: 4,Cook: No cooking required,24,Caprese salad is possibly one of the easiest dishes to make with plenty of flavour!,4,PT5M,PT0M,PT5M,"1 punnet of cherry tomatoes (I like to get the little tubs of mixed tomatoes for an interesting alternative and colourful dish) | 8 cherry bocconcini, sliced | ¼ cup torn basil leaves | Salt &amp;amp; pepper, to taste | Extra virgin olive oil, to serve | Balsamic vinegar, to serve",Slice the cherry tomatoes in halves or slices. Place in s serving bowl and top with the sliced bocconcini and shredded basil leaves. Sprinkle with salt and pepper. Mix together. | Just before serving drizzle some of the olive oil and balsamic vinegar over the salad.,558.0,6.7,2.5,10.6,1.4,1.5,True,ok
Chickpea & Chicken Salad with Mustard Dressing,https://www.monashfodmap.com/recipe/chickpea-chicken-mustard-dressing/,Serves: 4,Cook: No cooking required,24,Add some protein to your salad with this vegetarian quick and easy salad!!,4,PT5M,PT0M,PT5M,"1 cup baby spinach | 1 cup chickpeas, drained | 1 continental cucumber, washed and diced | 1 cup cherry tomatoes, rinsed and halved | 1 cup of lettuce of your choice (we recommend rocket leaves) | Shaved Parmesan cheese | Salt and pepper, to taste | tbsp mustard | tbsp apple cider vinegar | Juice of 1 lemon | ½ cup olive oil | Salt and pepper, to taste","To make the salad take out four containers. We recommend using old jam jars for travelling to work safely without spilling or a takeaway container. | Divide all the ingredients between the four bowls. I suggest layering in this order: start with spinach then add the chickpeas, top with cucumber then add the tomato halves. Top with the lettuce leaves. | For a final touch add some Parmesan slices and pepper.",978.0,5.5,8.5,19.0,3.5,1.9,True,ok
